Time America/Tijuana UTC-08:00,Temperature
11/3/2024 19:39:30,17.42
11/3/2024 19:44:30,17.41
11/3/2024 19:49:30,17.39
11/3/2024 19:54:30,17.38
11/3/2024 19:59:30,17.35
11/3/2024 20:04:30,17.33
11/3/2024 20:09:30,17.31
11/3/2024 20:14:30,17.29
11/3/2024 20:19:30,17.27
11/3/2024 20:24:30,17.25
11/3/2024 20:29:30,17.23
11/3/2024 20:34:30,17.21
11/3/2024 20:39:30,17.19
11/3/2024 20:44:30,17.17
11/3/2024 20:49:30,17.15
11/3/2024 20:54:30,17.13
11/3/2024 20:59:30,17.1
11/3/2024 21:04:30,17.08
11/3/2024 21:09:30,17.06
11/3/2024 21:14:30,17.04
11/3/2024 21:19:30,17.01
11/3/2024 21:24:30,17
11/3/2024 21:29:30,16.97
11/3/2024 21:34:30,16.95
11/3/2024 21:39:30,16.92
11/3/2024 21:44:30,16.9
11/3/2024 21:49:30,16.87
11/3/2024 21:54:30,16.86
11/3/2024 21:59:30,16.84
11/3/2024 22:04:30,16.81
11/3/2024 22:09:30,16.79
11/3/2024 22:14:30,16.77
11/3/2024 22:19:30,16.75
11/3/2024 22:24:30,16.73
11/3/2024 22:29:30,16.71
11/3/2024 22:34:30,16.68
11/3/2024 22:39:30,16.66
11/3/2024 22:44:30,16.64
11/3/2024 22:49:30,16.62
11/3/2024 22:54:30,16.61
11/3/2024 22:59:30,16.58
11/3/2024 23:04:30,16.57
11/3/2024 23:09:30,16.55
11/3/2024 23:14:30,16.53
11/3/2024 23:19:30,16.51
11/3/2024 23:24:30,16.5
11/3/2024 23:29:30,16.48
11/3/2024 23:34:30,16.47
11/3/2024 23:39:30,16.44
11/3/2024 23:44:30,16.43
11/3/2024 23:49:30,16.42
11/3/2024 23:54:30,16.4
11/3/2024 23:59:30,16.39
11/4/2024 0:04:30,16.38
11/4/2024 0:09:30,16.36
11/4/2024 0:14:30,16.35
11/4/2024 0:19:30,16.33
11/4/2024 0:24:30,16.32
11/4/2024 0:29:30,16.31
11/4/2024 0:34:30,16.29
11/4/2024 0:39:30,16.28
11/4/2024 0:44:30,16.26
11/4/2024 0:49:30,16.25
11/4/2024 0:54:30,16.24
11/4/2024 0:59:30,16.22
11/4/2024 1:04:30,16.2
11/4/2024 1:09:30,16.2
11/4/2024 1:14:30,16.18
11/4/2024 1:19:30,16.17
11/4/2024 1:24:30,16.15
11/4/2024 1:29:30,16.13
11/4/2024 1:34:30,16.12
11/4/2024 1:39:30,16.1
11/4/2024 1:44:30,16.08
11/4/2024 1:49:30,16.07
11/4/2024 1:54:30,16.04
11/4/2024 1:59:30,16.03
11/4/2024 2:04:30,16.01
11/4/2024 2:09:30,15.99
11/4/2024 2:14:30,15.97
11/4/2024 2:19:30,15.95
11/4/2024 2:24:30,15.93
11/4/2024 2:29:30,15.92
11/4/2024 2:34:30,15.9
11/4/2024 2:39:30,15.89
11/4/2024 2:44:30,15.87
11/4/2024 2:49:30,15.85
11/4/2024 2:54:30,15.83
11/4/2024 2:59:30,15.82
11/4/2024 3:04:30,15.8
11/4/2024 3:09:30,15.78
11/4/2024 3:14:30,15.77
11/4/2024 3:19:30,15.75
11/4/2024 3:24:30,15.74
11/4/2024 3:29:30,15.73
11/4/2024 3:34:30,15.71
11/4/2024 3:39:30,15.69
11/4/2024 3:44:30,15.67
11/4/2024 3:49:30,15.66
11/4/2024 3:54:30,15.64
11/4/2024 3:59:30,15.63
11/4/2024 4:04:30,15.61
11/4/2024 4:09:30,15.6
11/4/2024 4:14:30,15.58
11/4/2024 4:19:30,15.57
11/4/2024 4:24:30,15.55
11/4/2024 4:29:30,15.53
11/4/2024 4:34:30,15.52
11/4/2024 4:39:30,15.5
11/4/2024 4:44:30,15.48
11/4/2024 4:49:30,15.45
11/4/2024 4:54:30,15.44
11/4/2024 4:59:30,15.43
11/4/2024 5:04:30,15.41
11/4/2024 5:09:30,15.4
11/4/2024 5:14:30,15.38
11/4/2024 5:19:30,15.36
11/4/2024 5:24:30,15.35
11/4/2024 5:29:30,15.33
11/4/2024 5:34:30,15.3
11/4/2024 5:39:30,15.29
11/4/2024 5:44:30,15.27
11/4/2024 5:49:30,15.26
11/4/2024 5:54:30,15.24
11/4/2024 5:59:30,15.22
11/4/2024 6:04:30,15.21
11/4/2024 6:09:30,15.18
11/4/2024 6:14:30,15.17
11/4/2024 6:19:30,15.15
11/4/2024 6:24:30,15.14
11/4/2024 6:29:30,15.12
11/4/2024 6:34:30,15.1
11/4/2024 6:39:30,15.08
11/4/2024 6:44:30,15.07
11/4/2024 6:49:30,15.04
11/4/2024 6:54:30,15.03
11/4/2024 6:59:30,15.01
11/4/2024 7:04:30,15
11/4/2024 7:09:30,14.99
11/4/2024 7:14:30,14.97
11/4/2024 7:19:30,14.96
11/4/2024 7:24:30,14.95
11/4/2024 7:29:30,14.93
11/4/2024 7:34:30,14.92
11/4/2024 7:39:30,14.9
11/4/2024 7:44:30,14.88
11/4/2024 7:49:30,14.87
11/4/2024 7:54:30,14.86
11/4/2024 7:59:30,14.85
11/4/2024 8:04:30,14.85
11/4/2024 8:09:30,14.83
11/4/2024 8:14:30,14.83
11/4/2024 8:19:30,14.82
11/4/2024 8:24:30,14.82
11/4/2024 8:29:30,14.82
11/4/2024 8:34:30,14.82
11/4/2024 8:39:30,14.82
11/4/2024 8:44:30,14.82
11/4/2024 8:49:30,14.83
11/4/2024 8:54:30,14.83
11/4/2024 8:59:30,14.83
11/4/2024 9:04:30,14.84
11/4/2024 9:09:30,14.85
11/4/2024 9:14:30,14.85
11/4/2024 9:19:30,14.86
11/4/2024 9:24:30,14.87
11/4/2024 9:29:30,14.88
11/4/2024 9:34:30,14.89
11/4/2024 9:39:30,14.9
11/4/2024 9:44:30,14.91
11/4/2024 9:49:30,14.92
11/4/2024 9:54:30,14.93
11/4/2024 9:59:30,14.95
11/4/2024 10:04:30,14.96
11/4/2024 10:09:30,14.98
11/4/2024 10:14:30,15
11/4/2024 10:19:30,15.01
11/4/2024 10:24:30,15.03
11/4/2024 10:29:30,15.05
11/4/2024 10:34:30,15.07
11/4/2024 10:39:30,15.1
11/4/2024 10:44:30,15.12
11/4/2024 10:49:30,15.15
11/4/2024 10:54:30,15.18
11/4/2024 10:59:30,15.21
11/4/2024 11:04:30,15.24
11/4/2024 11:09:30,15.27
11/4/2024 11:14:30,15.3
11/4/2024 11:19:30,15.32
11/4/2024 11:24:30,15.35
11/4/2024 11:29:30,15.37
11/4/2024 11:34:30,15.38
11/4/2024 11:39:30,15.39
11/4/2024 11:44:30,15.41
11/4/2024 11:49:30,15.42
11/4/2024 11:54:30,15.43
11/4/2024 11:59:30,15.44
11/4/2024 12:04:30,15.45
11/4/2024 12:09:30,15.46
11/4/2024 12:14:30,15.47
11/4/2024 12:19:30,15.47
11/4/2024 12:24:30,15.49
11/4/2024 12:29:30,15.49
11/4/2024 12:34:30,15.5
11/4/2024 12:39:30,15.51
11/4/2024 12:44:30,15.52
11/4/2024 12:49:30,15.52
11/4/2024 12:54:30,15.53
11/4/2024 12:59:30,15.54
11/4/2024 13:04:30,15.55
11/4/2024 13:09:30,15.56
11/4/2024 13:14:30,15.56
11/4/2024 13:19:30,15.58
11/4/2024 13:24:30,15.59
11/4/2024 13:29:30,15.6
11/4/2024 13:34:30,15.61
11/4/2024 13:39:30,15.62
11/4/2024 13:44:30,15.64
11/4/2024 13:49:30,15.65
11/4/2024 13:54:30,15.67
11/4/2024 13:59:30,15.69
11/4/2024 14:04:30,15.71
11/4/2024 14:09:30,15.72
11/4/2024 14:14:30,15.74
11/4/2024 14:19:30,15.75
11/4/2024 14:24:30,15.77
11/4/2024 14:29:30,15.78
11/4/2024 14:34:30,15.79
11/4/2024 14:39:30,15.8
11/4/2024 14:44:30,15.81
11/4/2024 14:49:30,15.82
11/4/2024 14:54:30,15.83
11/4/2024 14:59:30,15.84
11/4/2024 15:04:30,15.86
11/4/2024 15:09:30,15.88
11/4/2024 15:14:30,15.91
11/4/2024 15:19:30,15.93
11/4/2024 15:24:30,15.95
11/4/2024 15:29:30,15.98
11/4/2024 15:34:30,16.01
11/4/2024 15:39:30,16.03
11/4/2024 15:44:30,16.06
11/4/2024 15:49:30,16.09
11/4/2024 15:54:30,16.11
11/4/2024 15:59:30,16.13
11/4/2024 16:04:30,16.15
11/4/2024 16:09:30,16.17
11/4/2024 16:14:30,16.19
11/4/2024 16:19:30,16.21
11/4/2024 16:24:30,16.23
11/4/2024 16:29:30,16.25
11/4/2024 16:34:30,16.26
11/4/2024 16:39:30,16.28
11/4/2024 16:44:30,16.29
11/4/2024 16:49:30,16.3
11/4/2024 16:54:30,16.31
11/4/2024 16:59:30,16.33
11/4/2024 17:04:30,16.34
11/4/2024 17:09:30,16.35
11/4/2024 17:14:30,16.36
11/4/2024 17:19:30,16.36
11/4/2024 17:24:30,16.38
11/4/2024 17:29:30,16.39
11/4/2024 17:34:30,16.39
11/4/2024 17:39:30,16.4
11/4/2024 17:44:30,16.4
11/4/2024 17:49:30,16.4
11/4/2024 17:54:30,16.41
11/4/2024 17:59:30,16.41
11/4/2024 18:04:30,16.4
11/4/2024 18:09:30,16.41
11/4/2024 18:14:30,16.4
11/4/2024 18:19:30,16.4
11/4/2024 18:24:30,16.39
11/4/2024 18:29:30,16.38
11/4/2024 18:34:30,16.37
11/4/2024 18:39:30,16.36
11/4/2024 18:44:30,16.36
11/4/2024 18:49:30,16.34
11/4/2024 18:54:30,16.33
11/4/2024 18:59:30,16.32
11/4/2024 19:04:30,16.31
11/4/2024 19:09:30,16.29
11/4/2024 19:14:30,16.28
11/4/2024 19:19:30,16.27
11/4/2024 19:24:30,16.26
11/4/2024 19:29:30,16.25
11/4/2024 19:34:30,16.24
11/4/2024 19:39:30,16.23
11/4/2024 19:44:30,16.22
11/4/2024 19:49:30,16.21
11/4/2024 19:54:30,16.2
11/4/2024 19:59:30,16.19
11/4/2024 20:04:30,16.18
11/4/2024 20:09:30,16.17
11/4/2024 20:14:30,16.15
11/4/2024 20:19:30,16.14
11/4/2024 20:24:30,16.14
11/4/2024 20:29:30,16.13
11/4/2024 20:34:30,16.12
11/4/2024 20:44:00,16.07
11/4/2024 20:54:00,16.04
11/4/2024 21:04:00,16.01
11/4/2024 21:14:00,15.97
11/4/2024 21:24:00,15.93
11/4/2024 21:34:00,15.87
11/4/2024 21:44:00,15.82
11/4/2024 21:54:00,15.77
11/4/2024 22:04:00,15.74
11/4/2024 22:14:00,15.7
11/4/2024 22:24:00,15.66
11/4/2024 22:34:00,15.63
11/4/2024 22:44:00,15.6
11/4/2024 22:54:00,15.57
11/4/2024 23:04:00,15.54
11/4/2024 23:14:00,15.53
11/4/2024 23:24:00,15.52
11/4/2024 23:34:00,15.49
11/4/2024 23:44:00,15.47
11/4/2024 23:54:00,15.45
11/5/2024 0:04:00,15.43
11/5/2024 0:14:00,15.42
11/5/2024 0:24:00,15.4
11/5/2024 0:34:00,15.38
11/5/2024 0:44:00,15.37
11/5/2024 0:54:00,15.36
11/5/2024 1:04:00,15.33
11/5/2024 1:14:00,15.32
11/5/2024 1:24:00,15.3
11/5/2024 1:34:00,15.28
11/5/2024 1:44:00,15.26
11/5/2024 1:54:00,15.24
11/5/2024 2:04:00,15.22
11/5/2024 2:14:00,15.19
11/5/2024 2:24:00,15.17
11/5/2024 2:34:00,15.14
11/5/2024 2:44:00,15.12
11/5/2024 2:54:00,15.1
11/5/2024 3:04:00,15.09
11/5/2024 3:14:00,15.06
11/5/2024 3:24:00,15.04
11/5/2024 3:34:00,15.02
11/5/2024 3:44:00,15.01
11/5/2024 3:54:00,14.99
11/5/2024 4:04:00,14.97
11/5/2024 4:14:00,14.95
11/5/2024 4:24:00,14.93
11/5/2024 4:34:00,14.91
11/5/2024 4:44:00,14.89
11/5/2024 4:54:00,14.87
11/5/2024 5:04:00,14.85
11/5/2024 5:14:00,14.83
11/5/2024 5:24:00,14.8
11/5/2024 5:34:00,14.78
11/5/2024 5:44:00,14.76
11/5/2024 5:54:00,14.73
11/5/2024 6:04:00,14.7
11/5/2024 6:14:00,14.67
11/5/2024 6:24:00,14.65
11/5/2024 6:34:00,14.62
11/5/2024 6:44:00,14.59
11/5/2024 6:54:00,14.56
11/5/2024 7:04:00,14.54
11/5/2024 7:14:00,14.51
11/5/2024 7:24:00,14.49
11/5/2024 7:34:00,14.46
11/5/2024 7:44:00,14.44
11/5/2024 7:54:00,14.43
11/5/2024 8:04:00,14.42
11/5/2024 8:14:00,14.41
11/5/2024 8:24:00,14.4
11/5/2024 8:34:00,14.41
11/5/2024 8:44:00,14.41
11/5/2024 8:54:00,14.42
11/5/2024 9:04:00,14.43
11/5/2024 9:14:00,14.46
11/5/2024 9:24:00,14.49
11/5/2024 9:34:00,14.51
11/5/2024 9:44:00,14.54
11/5/2024 9:54:00,14.56
11/5/2024 10:04:00,14.6
11/5/2024 10:14:00,14.63
11/5/2024 10:24:00,14.67
11/5/2024 10:34:00,14.72
11/5/2024 10:44:00,14.78
11/5/2024 10:54:00,14.83
11/5/2024 11:04:00,14.89
11/5/2024 11:14:00,14.95
11/5/2024 11:24:00,14.99
11/5/2024 11:34:00,15.03
11/5/2024 11:44:00,15.06
11/5/2024 11:54:00,15.08
11/5/2024 12:04:00,15.11
11/5/2024 12:14:00,15.12
11/5/2024 12:24:00,15.14
11/5/2024 12:34:00,15.16
11/5/2024 12:44:00,15.17
11/5/2024 12:54:00,15.18
11/5/2024 13:04:00,15.2
11/5/2024 13:14:00,15.22
11/5/2024 13:24:00,15.25
11/5/2024 13:34:00,15.26
11/5/2024 13:44:00,15.28
11/5/2024 13:54:00,15.3
11/5/2024 14:04:00,15.31
11/5/2024 14:14:00,15.33
11/5/2024 14:24:00,15.34
11/5/2024 14:34:00,15.36
11/5/2024 14:44:00,15.37
11/5/2024 14:54:00,15.38
11/5/2024 15:04:00,15.4
11/5/2024 15:14:00,15.43
11/5/2024 15:24:00,15.47
11/5/2024 15:34:00,15.5
11/5/2024 15:44:00,15.54
11/5/2024 15:54:00,15.58
11/5/2024 16:04:00,15.62
11/5/2024 16:14:00,15.66
11/5/2024 16:24:00,15.7
11/5/2024 16:34:00,15.72
11/5/2024 16:44:00,15.75
11/5/2024 16:54:00,15.77
11/5/2024 17:04:00,15.79
11/5/2024 17:14:00,15.8
11/5/2024 17:24:00,15.81
11/5/2024 17:34:00,15.82
11/5/2024 17:44:00,15.83
11/5/2024 17:54:00,15.82
11/5/2024 18:04:00,15.82
11/5/2024 18:14:00,15.81
11/5/2024 18:24:00,15.8
11/5/2024 18:34:00,15.79
11/5/2024 18:44:00,15.77
11/5/2024 18:54:00,15.76
11/5/2024 19:04:00,15.74
11/5/2024 19:14:00,15.72
11/5/2024 19:24:00,15.69
11/5/2024 19:34:00,15.67
11/5/2024 19:44:00,15.64
11/5/2024 19:54:00,15.59
11/5/2024 20:04:00,15.56
11/5/2024 20:14:00,15.53
11/5/2024 20:24:00,15.49
11/5/2024 20:34:00,15.46
11/5/2024 20:44:00,15.44
11/5/2024 20:54:00,15.41
11/5/2024 21:04:00,15.37
11/5/2024 21:14:00,15.34
11/5/2024 21:24:00,15.32
11/5/2024 21:34:00,15.29
11/5/2024 21:44:00,15.26
11/5/2024 21:54:00,15.24
11/5/2024 22:04:00,15.21
11/5/2024 22:14:00,15.19
11/5/2024 22:24:00,15.17
11/5/2024 22:34:00,15.14
11/5/2024 22:44:00,15.13
11/5/2024 22:54:00,15.11
11/5/2024 23:04:00,15.08
11/5/2024 23:14:00,15.07
11/5/2024 23:24:00,15.05
11/5/2024 23:34:00,15.03
11/5/2024 23:44:00,15.02
11/5/2024 23:54:00,15
11/6/2024 0:04:00,14.99
11/6/2024 0:14:00,14.97
11/6/2024 0:24:00,14.94
11/6/2024 0:34:00,14.92
11/6/2024 0:44:00,14.91
11/6/2024 0:54:00,14.89
11/6/2024 1:04:00,14.88
11/6/2024 1:14:00,14.86
11/6/2024 1:24:00,14.84
11/6/2024 1:34:00,14.82
11/6/2024 1:44:00,14.81
11/6/2024 1:54:00,14.78
11/6/2024 2:04:00,14.76
11/6/2024 2:14:00,14.75
11/6/2024 2:24:00,14.73
11/6/2024 2:34:00,14.7
11/6/2024 2:44:00,14.69
11/6/2024 2:54:00,14.67
11/6/2024 3:04:00,14.65
11/6/2024 3:14:00,14.63
11/6/2024 3:24:00,14.6
11/6/2024 3:34:00,14.58
11/6/2024 3:44:00,14.57
11/6/2024 3:54:00,14.55
11/6/2024 4:04:00,14.53
11/6/2024 4:14:00,14.51
11/6/2024 4:24:00,14.49
11/6/2024 4:34:00,14.48
11/6/2024 4:44:00,14.45
11/6/2024 4:54:00,14.43
11/6/2024 5:04:00,14.41
11/6/2024 5:14:00,14.39
11/6/2024 5:24:00,14.36
11/6/2024 5:34:00,14.35
11/6/2024 5:44:00,14.32
11/6/2024 5:54:00,14.3
11/6/2024 6:04:00,14.27
11/6/2024 6:14:00,14.24
11/6/2024 6:24:00,14.21
11/6/2024 6:34:00,14.16
11/6/2024 6:44:00,14.14
11/6/2024 6:54:00,14.12
11/6/2024 7:04:00,14.09
11/6/2024 7:14:00,14.07
11/6/2024 7:24:00,14.06
11/6/2024 7:34:00,14.04
11/6/2024 7:44:00,14.03
11/6/2024 7:54:00,14.01
11/6/2024 8:04:00,14.01
11/6/2024 8:14:00,14
11/6/2024 8:24:00,14.01
11/6/2024 8:34:00,14
11/6/2024 8:44:00,14.02
11/6/2024 8:54:00,14.03
11/6/2024 9:04:00,14.05
11/6/2024 9:14:00,14.08
11/6/2024 9:24:00,14.11
11/6/2024 9:34:00,14.14
11/6/2024 9:44:00,14.17
11/6/2024 9:54:00,14.19
11/6/2024 10:04:00,14.23
11/6/2024 10:14:00,14.27
11/6/2024 10:24:00,14.3
11/6/2024 10:34:00,14.35
11/6/2024 10:44:00,14.4
11/6/2024 10:54:00,14.46
11/6/2024 11:04:00,14.52
11/6/2024 11:14:00,14.58
11/6/2024 11:24:00,14.63
11/6/2024 11:34:00,14.66
11/6/2024 11:44:00,14.7
11/6/2024 11:54:00,14.73
11/6/2024 12:04:00,14.76
11/6/2024 12:14:00,14.79
11/6/2024 12:24:00,14.82
11/6/2024 12:34:00,14.85
11/6/2024 12:44:00,14.87
11/6/2024 12:54:00,14.91
11/6/2024 13:04:00,14.93
11/6/2024 13:14:00,14.96
11/6/2024 13:24:00,15
11/6/2024 13:34:00,15.04
11/6/2024 13:44:00,15.07
11/6/2024 13:54:00,15.1
11/6/2024 14:04:00,15.13
11/6/2024 14:14:00,15.15
11/6/2024 14:24:00,15.18
11/6/2024 14:34:00,15.21
11/6/2024 14:44:00,15.23
11/6/2024 14:54:00,15.26
11/6/2024 15:04:00,15.28
11/6/2024 15:14:00,15.32
11/6/2024 15:24:00,15.35
11/6/2024 15:34:00,15.37
11/6/2024 15:44:00,15.4
11/6/2024 15:54:00,15.42
11/6/2024 16:04:00,15.44
11/6/2024 16:14:00,15.47
11/6/2024 16:24:00,15.48
11/6/2024 16:34:00,15.5
11/6/2024 16:44:00,15.5
11/6/2024 16:54:00,15.5
11/6/2024 17:04:00,15.5
11/6/2024 17:14:00,15.5
11/6/2024 17:24:00,15.49
11/6/2024 17:34:00,15.48
11/6/2024 17:44:00,15.47
11/6/2024 17:54:00,15.45
11/6/2024 18:04:00,15.44
11/6/2024 18:14:00,15.43
11/6/2024 18:24:00,15.4
11/6/2024 18:34:00,15.38
11/6/2024 18:44:00,15.37
11/6/2024 18:54:00,15.35
11/6/2024 19:04:00,15.34
11/6/2024 19:14:00,15.32
11/6/2024 19:24:00,15.3
11/6/2024 19:34:00,15.29
11/6/2024 19:44:00,15.27
11/6/2024 19:54:00,15.24
11/6/2024 20:04:00,15.23
11/6/2024 20:14:00,15.21
11/6/2024 20:24:00,15.19
11/6/2024 20:34:00,15.16
11/6/2024 20:44:00,15.14
11/6/2024 20:54:00,15.12
11/6/2024 21:04:00,15.09
11/6/2024 21:14:00,15.06
11/6/2024 21:24:00,15.03
11/6/2024 21:34:00,15.01
11/6/2024 21:44:00,14.98
11/6/2024 21:54:00,14.95
11/6/2024 22:04:00,14.93
11/6/2024 22:14:00,14.9
11/6/2024 22:24:00,14.87
11/6/2024 22:34:00,14.84
11/6/2024 22:44:00,14.79
11/6/2024 22:54:00,14.75
11/6/2024 23:04:00,14.7
11/6/2024 23:14:00,14.66
11/6/2024 23:24:00,14.62
11/6/2024 23:34:00,14.57
11/6/2024 23:44:00,14.53
11/6/2024 23:54:00,14.48
11/7/2024 0:04:00,14.43
11/7/2024 0:14:00,14.38
11/7/2024 0:24:00,14.33
11/7/2024 0:34:00,14.28
11/7/2024 0:44:00,14.23
11/7/2024 0:54:00,14.19
11/7/2024 1:04:00,14.15
11/7/2024 1:14:00,14.09
11/7/2024 1:24:00,14.05
11/7/2024 1:34:00,14.02
11/7/2024 1:44:00,13.99
11/7/2024 1:54:00,13.94
11/7/2024 2:04:00,13.91
11/7/2024 2:14:00,13.86
11/7/2024 2:24:00,13.83
11/7/2024 2:34:00,13.8
11/7/2024 2:44:00,13.76
11/7/2024 2:54:00,13.73
11/7/2024 3:04:00,13.7
11/7/2024 3:14:00,13.66
11/7/2024 3:24:00,13.64
11/7/2024 3:34:00,13.6
11/7/2024 3:44:00,13.57
11/7/2024 3:54:00,13.54
11/7/2024 4:04:00,13.51
11/7/2024 4:14:00,13.47
11/7/2024 4:24:00,13.44
11/7/2024 4:34:00,13.41
11/7/2024 4:44:00,13.38
11/7/2024 4:54:00,13.34
11/7/2024 5:04:00,13.31
11/7/2024 5:14:00,13.28
11/7/2024 5:24:00,13.24
11/7/2024 5:34:00,13.2
11/7/2024 5:44:00,13.18
11/7/2024 5:54:00,13.14
11/7/2024 6:04:00,13.1
11/7/2024 6:14:00,13.08
11/7/2024 6:24:00,13.04
11/7/2024 6:34:00,12.99
11/7/2024 6:44:00,12.96
11/7/2024 6:54:00,12.91
11/7/2024 7:04:00,12.87
11/7/2024 7:14:00,12.83
11/7/2024 7:24:00,12.82
11/7/2024 7:34:00,12.78
11/7/2024 7:44:00,12.73
11/7/2024 7:54:00,12.72
11/7/2024 8:04:00,12.7
11/7/2024 8:14:00,12.69
11/7/2024 8:24:00,12.67
11/7/2024 8:34:00,12.67
11/7/2024 8:44:00,12.67
11/7/2024 8:54:00,12.69
11/7/2024 9:04:00,12.71
11/7/2024 9:14:00,12.73
11/7/2024 9:24:00,12.77
11/7/2024 9:34:00,12.79
11/7/2024 9:44:00,12.82
11/7/2024 9:54:00,12.86
11/7/2024 10:04:00,12.89
11/7/2024 10:14:00,12.94
11/7/2024 10:24:00,12.99
11/7/2024 10:34:00,13.05
11/7/2024 10:44:00,13.11
11/7/2024 10:54:00,13.18
11/7/2024 11:04:00,13.24
11/7/2024 11:14:00,13.3
11/7/2024 11:24:00,13.35
11/7/2024 11:34:00,13.39
11/7/2024 11:44:00,13.42
11/7/2024 11:54:00,13.44
11/7/2024 12:04:00,13.45
11/7/2024 12:14:00,13.46
11/7/2024 12:24:00,13.46
11/7/2024 12:34:00,13.46
11/7/2024 12:44:00,13.43
11/7/2024 12:54:00,13.38
11/7/2024 13:04:00,13.38
11/7/2024 13:14:00,13.42
11/7/2024 13:24:00,13.48
11/7/2024 13:34:00,13.55
11/7/2024 13:44:00,13.64
11/7/2024 13:54:00,13.75
11/7/2024 14:04:00,13.96
11/7/2024 14:14:00,14.16
11/7/2024 14:24:00,14.38
11/7/2024 14:34:00,14.56
11/7/2024 14:44:00,14.73
11/7/2024 14:54:00,14.88
11/7/2024 15:04:00,14.99
11/7/2024 15:14:00,15.1
11/7/2024 15:24:00,15.21
11/7/2024 15:34:00,15.29
11/7/2024 15:44:00,15.36
11/7/2024 15:54:00,15.42
11/7/2024 16:04:00,15.47
11/7/2024 16:14:00,15.5
11/7/2024 16:24:00,15.52
11/7/2024 16:34:00,15.54
11/7/2024 16:44:00,15.58
11/7/2024 16:54:00,15.59
11/7/2024 17:04:00,15.59
11/7/2024 17:14:00,15.62
11/7/2024 17:24:00,15.62
11/7/2024 17:34:00,15.62
11/7/2024 17:44:00,15.63
11/7/2024 17:54:00,15.63
11/7/2024 18:04:00,15.63
11/7/2024 18:14:00,15.64
11/7/2024 18:24:00,15.64
11/7/2024 18:34:00,15.63
11/7/2024 18:44:00,15.63
11/7/2024 18:54:00,15.6
11/7/2024 19:04:00,15.59
11/7/2024 19:14:00,15.57
11/7/2024 19:24:00,15.55
11/7/2024 19:34:00,15.53
11/7/2024 19:44:00,15.5
11/7/2024 19:54:00,15.46
11/7/2024 20:04:00,15.43
11/7/2024 20:14:00,15.38
11/7/2024 20:24:00,15.35
11/7/2024 20:34:00,15.32
11/7/2024 20:44:00,15.27
11/7/2024 20:54:00,15.22
11/7/2024 21:04:00,15.17
11/7/2024 21:14:00,15.13
11/7/2024 21:24:00,15.1
11/7/2024 21:34:00,15.05
11/7/2024 21:44:00,15
11/7/2024 21:54:00,14.96
11/7/2024 22:04:00,14.91
11/7/2024 22:14:00,14.87
11/7/2024 22:24:00,14.82
11/7/2024 22:34:00,14.76
11/7/2024 22:44:00,14.72
11/7/2024 22:54:00,14.67
11/7/2024 23:04:00,14.63
11/7/2024 23:14:00,14.58
11/7/2024 23:24:00,14.55
11/7/2024 23:34:00,14.51
11/7/2024 23:44:00,14.47
11/7/2024 23:54:00,14.44
11/8/2024 0:04:00,14.4
11/8/2024 0:14:00,14.36
11/8/2024 0:24:00,14.31
11/8/2024 0:34:00,14.26
11/8/2024 0:44:00,14.2
11/8/2024 0:54:00,14.14
11/8/2024 1:04:00,14.09
11/8/2024 1:14:00,14.04
11/8/2024 1:24:00,14
11/8/2024 1:34:00,13.95
11/8/2024 1:44:00,13.9
11/8/2024 1:54:00,13.86
11/8/2024 2:04:00,13.81
11/8/2024 2:14:00,13.78
11/8/2024 2:24:00,13.73
11/8/2024 2:34:00,13.69
11/8/2024 2:44:00,13.65
11/8/2024 2:54:00,13.61
11/8/2024 3:04:00,13.58
11/8/2024 3:14:00,13.54
11/8/2024 3:24:00,13.5
11/8/2024 3:34:00,13.47
11/8/2024 3:44:00,13.44
11/8/2024 3:54:00,13.4
11/8/2024 4:04:00,13.38
11/8/2024 4:14:00,13.35
11/8/2024 4:24:00,13.32
11/8/2024 4:34:00,13.3
11/8/2024 4:44:00,13.27
11/8/2024 4:54:00,13.25
11/8/2024 5:04:00,13.22
11/8/2024 5:14:00,13.19
11/8/2024 5:24:00,13.16
11/8/2024 5:34:00,13.13
11/8/2024 5:44:00,13.1
11/8/2024 5:54:00,13.07
11/8/2024 6:04:00,13.04
11/8/2024 6:14:00,13.01
11/8/2024 6:24:00,12.98
11/8/2024 6:34:00,12.95
11/8/2024 6:44:00,12.92
11/8/2024 6:54:00,12.89
11/8/2024 7:04:00,12.86
11/8/2024 7:14:00,12.83
11/8/2024 7:24:00,12.81
11/8/2024 7:34:00,12.79
11/8/2024 7:44:00,12.79
11/8/2024 7:54:00,12.78
11/8/2024 8:04:00,12.78
11/8/2024 8:14:00,12.78
11/8/2024 8:24:00,12.79
11/8/2024 8:34:00,12.8
11/8/2024 8:44:00,12.81
11/8/2024 8:54:00,12.83
11/8/2024 9:04:00,12.85
11/8/2024 9:14:00,12.88
11/8/2024 9:24:00,12.91
11/8/2024 9:34:00,12.94
11/8/2024 9:44:00,12.98
11/8/2024 9:54:00,13.01
11/8/2024 10:04:00,13.06
11/8/2024 10:14:00,13.1
11/8/2024 10:24:00,13.16
11/8/2024 10:34:00,13.22
11/8/2024 10:44:00,13.29
11/8/2024 10:54:00,13.35
11/8/2024 11:04:00,13.4
11/8/2024 11:14:00,13.44
11/8/2024 11:24:00,13.45
11/8/2024 11:34:00,13.47
11/8/2024 11:44:00,13.45
