t_wql,trp,cdom,temp
10/4/2024 19:16:00,70.5,1564.9,22.42
10/4/2024 19:26:00,70.5,1565.5,22.45
10/4/2024 19:36:00,73,1559.2,22.48
10/4/2024 19:46:00,72.6,1560,22.51
10/4/2024 19:56:00,72.4,1559.3,22.54
10/4/2024 20:06:00,70.9,1556.4,22.56
10/4/2024 20:16:00,71.5,1556.9,22.59
10/4/2024 20:26:00,72.1,1553.4,22.61
10/4/2024 20:36:00,71.6,1555.5,22.63
10/4/2024 20:46:00,72.2,1555.2,22.64
10/4/2024 20:56:00,72.1,1558.9,22.65
10/4/2024 21:06:00,72.8,1555.1,22.67
10/4/2024 21:16:00,70.9,1557.9,22.67
10/4/2024 21:26:00,73.4,1561.6,22.68
10/4/2024 21:36:00,72.4,1561.1,22.68
10/4/2024 21:46:00,73.6,1564.3,22.69
10/4/2024 21:56:00,72.3,1567.1,22.68
10/4/2024 22:06:00,73.5,1569,22.68
10/4/2024 22:16:00,73.8,1571.3,22.68
10/4/2024 22:26:00,71.7,1571.6,22.67
10/4/2024 22:36:00,73,1573.7,22.67
10/4/2024 22:46:00,71.8,1577.3,22.66
10/4/2024 22:56:00,72.2,1577.7,22.65
10/4/2024 23:06:00,72,1578.4,22.65
10/4/2024 23:16:00,73.3,1580.8,22.64
10/4/2024 23:26:00,73.3,1579.1,22.63
10/4/2024 23:36:00,73.3,1581.9,22.62
10/4/2024 23:46:00,70.9,1579.9,22.6
10/4/2024 23:56:00,73.9,1580.8,22.58
10/5/2024 0:06:00,72.5,1588.6,22.55
10/5/2024 0:16:00,72.7,1591.2,22.52
10/5/2024 0:26:00,73.1,1594.7,22.48
10/5/2024 0:36:00,73.8,1601.8,22.45
10/5/2024 0:46:00,73.6,1614.3,22.41
10/5/2024 0:56:00,72.8,1627.3,22.36
10/5/2024 1:06:00,73.5,1631.6,22.31
10/5/2024 1:16:00,73.4,1641,22.26
10/5/2024 1:26:00,71.7,1650.1,22.21
10/5/2024 1:36:00,72.6,1652.2,22.16
10/5/2024 1:46:00,74,1653.3,22.12
10/5/2024 1:56:00,74.1,1658.2,22.07
10/5/2024 2:06:00,75.4,1659,22.02
10/5/2024 2:16:00,73.4,1661.6,21.96
10/5/2024 2:26:00,74.4,1664.6,21.91
10/5/2024 2:36:00,72.8,1664.4,21.86
10/5/2024 2:46:00,73.5,1659.8,21.8
10/5/2024 2:56:00,74.6,1662.2,21.75
10/5/2024 3:06:00,73.6,1664.9,21.7
10/5/2024 3:16:00,72.2,1663.4,21.65
10/5/2024 3:26:00,74,1665.7,21.6
10/5/2024 3:36:00,74.5,1665.6,21.55
10/5/2024 3:46:00,73.9,1661.9,21.5
10/5/2024 3:56:00,73.4,1669.5,21.45
10/5/2024 4:06:00,72.4,1666.6,21.41
10/5/2024 4:16:00,74.3,1669.1,21.37
10/5/2024 4:26:00,74.7,1670.7,21.33
10/5/2024 4:36:00,74.7,1668.7,21.3
10/5/2024 4:46:00,73.7,1668.4,21.26
10/5/2024 4:56:00,74.2,1667.1,21.23
10/5/2024 5:06:00,74.4,1667.3,21.2
10/5/2024 5:16:00,73.8,1668.7,21.16
10/5/2024 5:26:00,73.8,1668.4,21.13
10/5/2024 5:36:00,75.2,1669.5,21.1
10/5/2024 5:46:00,74,1666.7,21.07
10/5/2024 5:56:00,73.2,1667.4,21.03
10/5/2024 6:06:00,73.1,1663.7,21
10/5/2024 6:16:00,72.1,1669.3,20.97
10/5/2024 6:26:00,74.1,1668.3,20.94
10/5/2024 6:36:00,73.8,1668.2,20.91
10/5/2024 6:46:00,72.9,1668.1,20.88
10/5/2024 6:56:00,72.8,1664.2,20.85
10/5/2024 7:06:00,74.4,1663.4,20.81
10/5/2024 7:16:00,74,1659.7,20.79
10/5/2024 7:26:00,73.9,1664,20.76
10/5/2024 7:36:00,73,1662.1,20.72
10/5/2024 7:46:00,74.2,1661.4,20.69
10/5/2024 7:56:00,74.2,1663.2,20.66
10/5/2024 8:06:00,73.9,1661.9,20.64
10/5/2024 8:16:00,75,1662.2,20.61
10/5/2024 8:26:00,74.6,1662.4,20.59
10/5/2024 8:36:00,72.8,1660.2,20.57
10/5/2024 8:46:00,74.6,1660.1,20.55
10/5/2024 8:56:00,74.2,1649.3,20.54
10/5/2024 9:06:00,73.8,1653.4,20.53
10/5/2024 9:16:00,73.6,1649.1,20.52
10/5/2024 9:26:00,72.8,1647.3,20.51
10/5/2024 9:36:00,73.3,1641.8,20.51
10/5/2024 9:46:00,72.1,1638.7,20.51
10/5/2024 9:56:00,73.1,1638.9,20.52
10/5/2024 10:06:00,74,1636.8,20.52
10/5/2024 10:16:00,73.5,1634.6,20.54
10/5/2024 10:26:00,74,1633.1,20.55
10/5/2024 10:36:00,72.6,1626.8,20.56
10/5/2024 10:46:00,72.3,1630,20.58
10/5/2024 10:56:00,73.9,1623.8,20.59
10/5/2024 11:06:00,71.7,1624.9,20.62
10/5/2024 11:16:00,72.9,1623.5,20.65
10/5/2024 11:26:00,72.7,1621.4,20.68
10/5/2024 11:36:00,73,1625.5,20.72
10/5/2024 11:46:00,73.1,1614.9,20.76
10/5/2024 11:56:00,73,1616.2,20.81
10/5/2024 12:06:00,72.9,1620.7,20.87
10/5/2024 12:16:00,72.7,1643.1,20.93
10/5/2024 12:26:00,72.9,1630.8,20.99
10/5/2024 12:36:00,73.9,1644.1,21.04
10/5/2024 12:46:00,72.8,1616.5,21.1
10/5/2024 12:56:00,72.3,1611.9,21.15
10/5/2024 13:06:00,73,1607,21.2
10/5/2024 13:16:00,72.4,1600.4,21.24
10/5/2024 13:26:00,72,1598.3,21.28
10/5/2024 13:36:00,72.2,1598.3,21.32
10/5/2024 13:46:00,71.3,1597.4,21.35
10/5/2024 13:56:00,71.6,1596.8,21.36
10/5/2024 14:06:00,71.6,1589.9,21.38
10/5/2024 14:16:00,73.1,1588.7,21.38
10/5/2024 14:26:00,71.3,1583.1,21.38
10/5/2024 14:36:00,71.6,1581.2,21.37
10/5/2024 14:46:00,71.7,1576.2,21.36
10/5/2024 14:56:00,71.2,1575,21.35
10/5/2024 15:06:00,71.8,1570.7,21.35
10/5/2024 15:16:00,71.7,1567,21.35
10/5/2024 15:26:00,71.2,1563.5,21.35
10/5/2024 15:36:00,71.5,1563.4,21.35
10/5/2024 15:46:00,70.5,1558.3,21.36
10/5/2024 15:56:00,71.7,1563.2,21.38
10/5/2024 16:06:00,71.8,1561.3,21.4
10/5/2024 16:16:00,71.5,1562.2,21.42
10/5/2024 16:26:00,71.6,1555.2,21.45
10/5/2024 16:36:00,71.7,1553.1,21.49
10/5/2024 16:46:00,71.2,1548.1,21.53
10/5/2024 16:56:00,71.3,1550.1,21.58
10/5/2024 17:16:00,71.6,1544,21.7
10/5/2024 17:26:00,71.4,1546.9,21.75
10/5/2024 17:36:00,70.1,1530.4,21.81
10/5/2024 17:46:00,72.6,1523.6,21.86
10/5/2024 17:56:00,70.2,1514.5,21.91
10/5/2024 18:06:00,71.2,1511.9,21.95
10/5/2024 18:16:00,69.4,1510.4,21.99
10/5/2024 18:26:00,71.1,1506.5,22.04
10/5/2024 18:36:00,71.1,1503.8,22.08
10/5/2024 18:46:00,70,1505.2,22.12
10/5/2024 18:56:00,69.7,1503.1,22.14
10/5/2024 19:06:00,70.7,1496.6,22.17
10/5/2024 19:16:00,70.4,1499.9,22.2
10/5/2024 19:26:00,69.6,1497.8,22.24
10/5/2024 19:36:00,71.6,1495.8,22.27
10/5/2024 19:46:00,71.8,1496.5,22.3
10/5/2024 19:56:00,70.2,1493,22.33
10/5/2024 20:06:00,70.6,1491.5,22.37
10/5/2024 20:16:00,71.6,1492.6,22.4
10/5/2024 20:26:00,69.5,1487.4,22.42
10/5/2024 20:36:00,69.8,1484.2,22.45
10/5/2024 20:46:00,70.9,1485.9,22.47
10/5/2024 20:56:00,70.6,1484.3,22.49
10/5/2024 21:06:00,71.2,1484.3,22.51
10/5/2024 21:16:00,68.5,1488,22.52
10/5/2024 21:26:00,70.1,1484.4,22.53
10/5/2024 21:36:00,70,1486.4,22.54
10/5/2024 21:46:00,70.7,1484.7,22.55
10/5/2024 21:56:00,71.2,1490.4,22.55
10/5/2024 22:06:00,70.5,1491,22.56
10/5/2024 22:16:00,70.9,1491.7,22.56
10/5/2024 22:26:00,71.5,1496.8,22.56
10/5/2024 22:36:00,70,1495.5,22.56
10/5/2024 22:46:00,72.4,1494.6,22.56
10/5/2024 22:56:00,70.5,1497.3,22.56
10/5/2024 23:16:00,71.4,1502.9,22.55
10/5/2024 23:26:00,72.2,1502.3,22.54
10/5/2024 23:36:00,71.9,1504.3,22.54
10/5/2024 23:46:00,70.8,1504.4,22.52
10/5/2024 23:56:00,69.8,1508.2,22.5
10/6/2024 0:06:00,72.1,1515.8,22.47
10/6/2024 0:16:00,72.5,1523.7,22.45
10/6/2024 0:26:00,71.6,1527.8,22.42
10/6/2024 0:36:00,70.8,1532.2,22.39
10/6/2024 0:46:00,69.7,1550.5,22.35
10/6/2024 0:56:00,73.2,1562.9,22.31
10/6/2024 1:06:00,72.4,1572.5,22.27
10/6/2024 1:16:00,70.5,1581.4,22.22
10/6/2024 1:26:00,72.9,1584.1,22.19
10/6/2024 1:36:00,73.8,1586.9,22.15
10/6/2024 1:46:00,72.1,1591.2,22.1
10/6/2024 1:56:00,72.5,1595.3,22.06
10/6/2024 2:06:00,73.1,1600.7,22.02
10/6/2024 2:16:00,72.7,1604.2,21.96
10/6/2024 2:26:00,73.6,1608,21.91
10/6/2024 2:36:00,73.9,1611.4,21.86
10/6/2024 2:46:00,72.6,1615,21.81
10/6/2024 2:56:00,73.8,1616.1,21.76
10/6/2024 3:06:00,72.6,1614.7,21.72
10/6/2024 3:16:00,72.8,1617.8,21.67
10/6/2024 3:26:00,73.2,1617.6,21.62
10/6/2024 3:36:00,72.8,1620.2,21.58
10/6/2024 3:46:00,72.3,1617.9,21.54
10/6/2024 3:56:00,73.8,1619,21.51
10/6/2024 4:06:00,71.9,1620.5,21.47
10/6/2024 4:16:00,73.4,1620.1,21.44
10/6/2024 4:26:00,71.9,1621.7,21.41
10/6/2024 4:36:00,73.3,1622.4,21.38
10/6/2024 4:46:00,72.6,1621.3,21.35
10/6/2024 4:56:00,73.1,1624,21.31
10/6/2024 5:06:00,71.2,1624.7,21.28
10/6/2024 5:16:00,71.7,1623.1,21.25
10/6/2024 5:26:00,73.8,1626.1,21.21
10/6/2024 5:36:00,74.3,1624.7,21.18
10/6/2024 5:46:00,73.3,1629.9,21.15
10/6/2024 5:56:00,72.2,1625.4,21.12
10/6/2024 6:06:00,72.2,1630.7,21.08
10/6/2024 6:16:00,74.1,1628,21.05
10/6/2024 6:26:00,73.9,1629,21.02
10/6/2024 6:36:00,73.6,1629.3,20.98
10/6/2024 6:46:00,72.8,1630.8,20.95
10/6/2024 6:56:00,73.5,1629,20.91
10/6/2024 7:06:00,73.5,1630.7,20.88
10/6/2024 7:16:00,73.1,1631.7,20.85
10/6/2024 7:26:00,71.7,1633.5,20.81
10/6/2024 7:36:00,72.7,1629.7,20.78
10/6/2024 7:46:00,73.1,1628.2,20.75
10/6/2024 7:56:00,72.3,1626.6,20.71
10/6/2024 8:06:00,73,1630.3,20.69
10/6/2024 8:16:00,71.7,1627.7,20.66
10/6/2024 8:26:00,72.4,1623.4,20.64
10/6/2024 8:36:00,73.7,1624.9,20.61
10/6/2024 8:46:00,74.1,1624.4,20.59
10/6/2024 8:56:00,72.8,1622.5,20.57
10/6/2024 9:06:00,74.6,1618.6,20.55
10/6/2024 9:16:00,73.3,1618.3,20.53
10/6/2024 9:26:00,73.5,1619.7,20.51
10/6/2024 9:36:00,74.1,1616.6,20.5
10/6/2024 9:46:00,72.4,1613.8,20.49
10/6/2024 9:56:00,72.6,1609,20.49
10/6/2024 10:06:00,72.7,1608.4,20.49
10/6/2024 10:16:00,74.2,1606.2,20.5
10/6/2024 10:26:00,72.1,1600,20.51
10/6/2024 10:36:00,72,1596.8,20.53
10/6/2024 10:46:00,73.1,1595,20.55
10/6/2024 10:56:00,73.6,1592,20.57
10/6/2024 11:06:00,72.4,1587.6,20.6
10/6/2024 11:16:00,72,1586.4,20.63
10/6/2024 11:26:00,72.7,1586.6,20.67
10/6/2024 11:36:00,73.6,1586.6,20.71
10/6/2024 11:46:00,72.1,1596.6,20.77
10/6/2024 11:56:00,71.9,1608.9,20.83
10/6/2024 12:06:00,71.1,1615.8,20.91
10/6/2024 12:16:00,71.3,1617.3,20.98
10/6/2024 12:26:00,71.4,1615.3,21.05
10/6/2024 12:36:00,72,1611.8,21.13
10/6/2024 12:46:00,71.3,1591.1,21.19
10/6/2024 12:56:00,70.8,1602,21.26
10/6/2024 13:06:00,71.6,1576.4,21.32
10/6/2024 13:16:00,70.1,1570.4,21.38
10/6/2024 13:26:00,70.8,1569.2,21.43
10/6/2024 13:36:00,71.5,1564,21.48
10/6/2024 13:46:00,72.2,1557.4,21.52
10/6/2024 13:56:00,72.1,1553.4,21.56
10/6/2024 14:06:00,71.1,1553.3,21.6
10/6/2024 14:16:00,71.4,1553,21.62
10/6/2024 14:26:00,70.7,1557,21.64
10/6/2024 14:36:00,70.8,1556.7,21.65
10/6/2024 14:46:00,71.5,1558.1,21.65
10/6/2024 14:56:00,70.3,1562.1,21.65
10/6/2024 15:06:00,70.9,1562,21.65
10/6/2024 15:16:00,70.9,1560.9,21.65
10/6/2024 15:26:00,71.4,1556.1,21.64
10/6/2024 15:36:00,71.3,1551.9,21.64
10/6/2024 15:46:00,71.2,1550.5,21.64
10/6/2024 15:56:00,71.7,1546,21.65
10/6/2024 16:06:00,71.2,1547.6,21.65
10/6/2024 16:16:00,71.7,1546.3,21.66
10/6/2024 16:26:00,71.2,1546.5,21.68
10/6/2024 16:36:00,70.6,1541.9,21.69
10/6/2024 16:46:00,71.2,1537.1,21.72
10/6/2024 16:56:00,71.2,1532.2,21.75
10/6/2024 17:06:00,71.8,1527.8,21.78
10/6/2024 17:16:00,71,1523,21.82
10/6/2024 17:26:00,72,1515.4,21.87
10/6/2024 17:36:00,69.9,1512.1,21.91
10/6/2024 17:46:00,70.1,1508.2,21.96
10/6/2024 17:56:00,69.6,1503.9,22.01
10/6/2024 18:06:00,70,1502.8,22.06
10/6/2024 18:16:00,69.9,1495.3,22.11
10/6/2024 18:26:00,71.4,1489.1,22.15
10/6/2024 18:36:00,69.6,1482.4,22.2
10/6/2024 18:46:00,71.2,1482.5,22.23
10/6/2024 18:56:00,68.6,1481.2,22.27
10/6/2024 19:06:00,71.1,1476.3,22.3
10/6/2024 19:16:00,69,1475,22.33
10/6/2024 19:26:00,69.6,1473,22.36
10/6/2024 19:36:00,70.2,1467,22.4
10/6/2024 19:46:00,69.9,1466.4,22.43
10/6/2024 19:56:00,70.7,1475,22.45
10/6/2024 20:06:00,70.4,1469.3,22.48
10/6/2024 20:16:00,69.7,1467.2,22.5
10/6/2024 20:26:00,68.7,1464.5,22.53
10/6/2024 20:36:00,69,1461.1,22.55
10/6/2024 20:46:00,70.1,1456.9,22.56
10/6/2024 20:56:00,68.4,1455.3,22.58
10/6/2024 21:06:00,70.4,1451.9,22.59
10/6/2024 21:16:00,67.9,1453.1,22.6
10/6/2024 21:26:00,70.1,1451.1,22.6
10/6/2024 21:36:00,69.1,1449,22.6
10/6/2024 21:46:00,69.5,1453.1,22.6
10/6/2024 21:56:00,69.9,1452.6,22.6
10/6/2024 22:06:00,69.8,1451.6,22.6
10/6/2024 22:16:00,69.9,1451.6,22.59
10/6/2024 22:26:00,68.9,1451.9,22.59
10/6/2024 22:36:00,70.3,1452.2,22.58
10/6/2024 22:46:00,70.7,1452.7,22.57
10/6/2024 22:56:00,70,1447.1,22.56
10/6/2024 23:06:00,70.9,1455.7,22.55
10/6/2024 23:16:00,70,1455.9,22.53
10/6/2024 23:26:00,70,1454,22.51
10/6/2024 23:36:00,69.7,1457.1,22.49
10/6/2024 23:46:00,68.9,1457,22.46
10/6/2024 23:56:00,71.1,1459.7,22.44
10/7/2024 0:06:00,70.7,1461.9,22.41
10/7/2024 0:16:00,70,1468.4,22.38
10/7/2024 0:26:00,70.4,1473.1,22.35
10/7/2024 0:36:00,71,1475.8,22.33
10/7/2024 0:46:00,72.2,1476.4,22.3
10/7/2024 0:56:00,71.1,1482.1,22.26
10/7/2024 1:06:00,70.2,1487.5,22.23
10/7/2024 1:16:00,71.2,1493.4,22.2
10/7/2024 1:26:00,72.3,1497.7,22.15
10/7/2024 1:36:00,72.7,1507.1,22.11
10/7/2024 1:46:00,71.2,1515.4,22.07
10/7/2024 1:56:00,71.2,1520.9,22.02
10/7/2024 2:06:00,69.9,1524.9,21.98
10/7/2024 2:16:00,71.4,1527.1,21.93
10/7/2024 2:26:00,71.2,1532.8,21.89
10/7/2024 2:36:00,70.2,1536,21.84
10/7/2024 2:46:00,71.1,1540.3,21.79
10/7/2024 2:56:00,70.2,1545.5,21.74
10/7/2024 3:06:00,71.5,1544.5,21.68
10/7/2024 3:16:00,72.7,1551.6,21.63
10/7/2024 3:26:00,72.2,1547.9,21.58
10/7/2024 3:36:00,72.4,1554.5,21.52
10/7/2024 3:46:00,73.1,1553.2,21.47
10/7/2024 3:56:00,72.2,1556,21.42
10/7/2024 4:06:00,73.3,1557.8,21.37
10/7/2024 4:16:00,71.9,1559.3,21.32
10/7/2024 4:26:00,72.2,1558.3,21.28
10/7/2024 4:36:00,72.1,1561.5,21.23
10/7/2024 4:46:00,71.7,1563.4,21.19
10/7/2024 4:56:00,71,1562.3,21.15
10/7/2024 5:06:00,72.9,1564.8,21.1
10/7/2024 5:16:00,71.3,1563.9,21.06
10/7/2024 5:26:00,71.6,1561.1,21.03
10/7/2024 5:36:00,70.9,1566.3,20.99
10/7/2024 5:46:00,71.2,1570.9,20.94
10/7/2024 5:56:00,72.2,1568.6,20.9
10/7/2024 6:06:00,72.3,1569.5,20.86
10/7/2024 6:16:00,71.9,1571.1,20.82
10/7/2024 6:26:00,72.7,1572.9,20.77
10/7/2024 6:36:00,71.6,1571.6,20.74
10/7/2024 6:46:00,72.2,1574.2,20.69
10/7/2024 6:56:00,70.7,1571.1,20.65
10/7/2024 7:06:00,73.8,1574.1,20.6
10/7/2024 7:16:00,73.1,1575.6,20.56
10/7/2024 7:26:00,71.7,1575.7,20.52
10/7/2024 7:36:00,72.9,1579.3,20.48
10/7/2024 7:46:00,73.3,1579.9,20.44
10/7/2024 7:56:00,71.9,1579.7,20.39
10/7/2024 8:06:00,73.1,1577.4,20.36
10/7/2024 8:16:00,73.4,1580.8,20.33
10/7/2024 8:26:00,72.5,1579.6,20.3
10/7/2024 8:36:00,72.5,1580.2,20.27
10/7/2024 8:46:00,73.3,1578.3,20.24
10/7/2024 8:56:00,72.7,1573.6,20.22
10/7/2024 9:06:00,72.3,1572.6,20.21
10/7/2024 9:16:00,73.3,1571.5,20.2
10/7/2024 9:26:00,72.8,1570.9,20.19
10/7/2024 9:36:00,73,1570.1,20.19
10/7/2024 9:46:00,71.6,1563.9,20.2
10/7/2024 9:56:00,71.4,1563.4,20.21
10/7/2024 10:06:00,72.4,1561.4,20.22
10/7/2024 10:16:00,71.3,1556.3,20.24
10/7/2024 10:26:00,73,1557.6,20.26
10/7/2024 10:36:00,73,1555.3,20.29
10/7/2024 10:46:00,73.2,1551.2,20.32
10/7/2024 10:56:00,72.4,1548,20.34
10/7/2024 11:06:00,71,1546.6,20.37
10/7/2024 11:16:00,72.4,1548.2,20.4
10/7/2024 11:26:00,70.4,1545.1,20.45
10/7/2024 11:36:00,71.6,1546.8,20.49
10/7/2024 11:46:00,72,1541.9,20.53
10/7/2024 11:56:00,70.9,1544.2,20.58
10/7/2024 12:06:00,72.7,1570.1,20.64
10/7/2024 12:16:00,71.2,1577.7,20.71
10/7/2024 12:26:00,72.3,1547.4,20.77
10/7/2024 12:36:00,72,1557.6,20.83
10/7/2024 12:46:00,74,1536.5,20.89
10/7/2024 12:56:00,71.8,1530.4,20.95
10/7/2024 13:06:00,71.8,1524,21
10/7/2024 13:16:00,72.4,1522.8,21.04
10/7/2024 13:26:00,71.9,1522.4,21.08
10/7/2024 13:36:00,71,1520,21.12
10/7/2024 13:46:00,71,1514.5,21.15
10/7/2024 13:56:00,70.7,1511.6,21.17
10/7/2024 14:06:00,71.4,1512.1,21.2
10/7/2024 14:16:00,72.3,1512.9,21.22
10/7/2024 14:26:00,71.8,1515.4,21.23
10/7/2024 14:36:00,72.1,1511.4,21.24
10/7/2024 14:46:00,71.2,1514.2,21.24
10/7/2024 14:56:00,70.4,1514.2,21.25
10/7/2024 15:06:00,71.1,1513.6,21.25
10/7/2024 15:16:00,71.9,1515.2,21.25
10/7/2024 15:26:00,71.8,1511,21.25
10/7/2024 15:36:00,71.1,1509.2,21.26
10/7/2024 15:46:00,70.5,1513.6,21.27
10/7/2024 15:56:00,70.5,1508.2,21.28
10/7/2024 16:06:00,71.6,1508,21.29
10/7/2024 16:16:00,70.7,1502.7,21.32
10/7/2024 16:26:00,72.5,1493.8,21.35
10/7/2024 16:36:00,71.1,1494.8,21.39
10/7/2024 16:46:00,70.1,1501.4,21.43
10/7/2024 16:56:00,71.3,1513.4,21.5
10/7/2024 17:06:00,71.9,1503.6,21.55
10/7/2024 17:16:00,70.6,1506,21.61
10/7/2024 17:26:00,71,1508.7,21.68
10/7/2024 17:36:00,72.2,1503,21.75
10/7/2024 17:46:00,70,1506.6,21.82
10/7/2024 17:56:00,70.9,1499.9,21.89
10/7/2024 18:06:00,69.9,1500.9,21.96
10/7/2024 18:16:00,70.2,1498.2,22.03
10/7/2024 18:26:00,70.5,1496.9,22.1
10/7/2024 18:36:00,71.2,1492.6,22.17
10/7/2024 18:46:00,70,1494.8,22.23
10/7/2024 18:56:00,69.3,1482.4,22.3
10/7/2024 19:06:00,70.7,1467.6,22.35
10/7/2024 19:16:00,70.3,1460.7,22.4
10/7/2024 19:26:00,71.6,1463.5,22.44
10/7/2024 19:36:00,71.5,1465.8,22.48
10/7/2024 19:46:00,70.1,1461.8,22.51
10/7/2024 19:56:00,71.2,1465.6,22.54
10/7/2024 20:06:00,69.8,1463.7,22.56
10/7/2024 20:16:00,69,1466.1,22.58
10/7/2024 20:26:00,70.6,1464.6,22.59
10/7/2024 20:36:00,72,1467.7,22.59
10/7/2024 20:46:00,70.2,1467.7,22.59
10/7/2024 20:56:00,68.7,1473.4,22.59
10/7/2024 21:06:00,70.1,1472.5,22.59
10/7/2024 21:16:00,71.9,1470.7,22.58
10/7/2024 21:26:00,69.3,1477.9,22.57
10/7/2024 21:36:00,71.6,1474,22.56
10/7/2024 21:46:00,71,1476.3,22.56
10/7/2024 21:56:00,69.3,1475.5,22.55
10/7/2024 22:06:00,71.3,1477.2,22.54
10/7/2024 22:16:00,71.2,1483.3,22.53
10/7/2024 22:26:00,70.4,1483.9,22.52
10/7/2024 22:36:00,70.1,1482.9,22.51
10/7/2024 22:46:00,70.7,1485.9,22.5
10/7/2024 22:56:00,69.8,1490.1,22.48
10/7/2024 23:06:00,70.3,1490.2,22.46
10/7/2024 23:16:00,71.2,1492.5,22.45
10/7/2024 23:26:00,70.8,1492.6,22.43
10/7/2024 23:36:00,70.8,1494.3,22.4
10/7/2024 23:46:00,70,1495.8,22.38
10/7/2024 23:56:00,69.6,1502.1,22.34
10/8/2024 0:06:00,71.1,1507.2,22.3
10/8/2024 0:16:00,70.9,1510,22.26
10/8/2024 0:26:00,71.1,1519.9,22.22
10/8/2024 0:36:00,74.2,1530.1,22.18
10/8/2024 0:46:00,70.5,1542,22.13
10/8/2024 0:56:00,73.5,1545.3,22.08
10/8/2024 1:06:00,72.3,1553.2,22.03
10/8/2024 1:16:00,72.6,1557.9,21.99
10/8/2024 1:26:00,71.7,1555.3,21.93
10/8/2024 1:36:00,71.9,1565.5,21.88
10/8/2024 1:46:00,71.9,1568.7,21.82
10/8/2024 1:56:00,71.5,1574.5,21.76
10/8/2024 2:06:00,73,1579.4,21.71
10/8/2024 2:16:00,71.6,1583.7,21.65
10/8/2024 2:26:00,70.7,1596.1,21.58
10/8/2024 2:36:00,71.6,1596.6,21.52
10/8/2024 2:46:00,71.9,1603,21.46
10/8/2024 2:56:00,72.7,1603.3,21.4
10/8/2024 3:06:00,71.4,1605.3,21.33
10/8/2024 3:16:00,72.1,1606.7,21.27
10/8/2024 3:26:00,71.5,1606,21.21
10/8/2024 3:36:00,72,1608.2,21.16
10/8/2024 3:46:00,72.5,1608.9,21.11
10/8/2024 3:56:00,73.2,1610.6,21.06
10/8/2024 4:06:00,72.5,1609.9,21.02
10/8/2024 4:16:00,71.8,1614.3,20.97
10/8/2024 4:26:00,73.4,1614.4,20.93
10/8/2024 4:36:00,72.7,1611.9,20.88
10/8/2024 4:46:00,72.7,1618.4,20.84
10/8/2024 4:56:00,72.3,1615.5,20.79
10/8/2024 5:06:00,72.4,1618.1,20.75
10/8/2024 5:16:00,72.2,1614.3,20.71
10/8/2024 5:26:00,72.1,1619.8,20.66
10/8/2024 5:36:00,72.3,1619.4,20.62
10/8/2024 5:46:00,72.7,1620.9,20.57
10/8/2024 5:56:00,72.1,1620.9,20.53
10/8/2024 6:06:00,71.2,1616.3,20.48
10/8/2024 6:16:00,73.8,1620.2,20.44
10/8/2024 6:26:00,72.8,1618.6,20.39
10/8/2024 6:36:00,71.8,1623.1,20.34
10/8/2024 6:46:00,73.2,1624.8,20.29
10/8/2024 6:56:00,73,1626.2,20.25
10/8/2024 7:06:00,72.5,1624.5,20.2
10/8/2024 7:16:00,73,1627.8,20.15
10/8/2024 7:26:00,71.6,1627.8,20.11
10/8/2024 7:36:00,72.2,1619,20.07
10/8/2024 7:46:00,72.2,1628,20.03
10/8/2024 7:56:00,71.2,1624.1,19.99
10/8/2024 8:06:00,72.8,1624.6,19.94
10/8/2024 8:16:00,73.7,1622.3,19.92
10/8/2024 8:26:00,73.7,1623.7,19.89
10/8/2024 8:36:00,72.2,1617.2,19.85
10/8/2024 8:46:00,71.7,1618.7,19.83
10/8/2024 8:56:00,74.3,1617.1,19.81
10/8/2024 9:06:00,72,1613.1,19.79
10/8/2024 9:16:00,72.6,1611.2,19.79
10/8/2024 9:26:00,74.3,1607.9,19.78
10/8/2024 9:36:00,73.2,1607.3,19.79
10/8/2024 9:46:00,71.7,1605.2,19.79
10/8/2024 9:56:00,72,1605.2,19.8
10/8/2024 10:06:00,74.1,1600.1,19.81
10/8/2024 10:16:00,72.6,1603,19.83
10/8/2024 10:26:00,74.3,1595.6,19.85
10/8/2024 10:36:00,72.2,1594.1,19.88
10/8/2024 10:46:00,72.3,1594.1,19.9
10/8/2024 10:56:00,72.2,1591,19.93
10/8/2024 11:06:00,73,1594.5,19.96
10/8/2024 11:16:00,72.4,1592.9,19.99
10/8/2024 11:26:00,73.1,1597.5,20.02
10/8/2024 11:36:00,72.7,1604.9,20.07
10/8/2024 11:46:00,73.3,1604.3,20.11
10/8/2024 11:56:00,72.8,1604.9,20.16
10/8/2024 12:06:00,73.2,1626.9,20.22
10/8/2024 12:16:00,72.6,1638.5,20.28
10/8/2024 12:26:00,72,1631.3,20.34
10/8/2024 12:36:00,71.3,1614,20.4
10/8/2024 12:46:00,72.7,1608.4,20.45
10/8/2024 12:56:00,72.3,1608.2,20.5
10/8/2024 13:06:00,72.3,1604.8,20.54
10/8/2024 13:16:00,71.9,1601.2,20.58
10/8/2024 13:26:00,71.9,1595.5,20.62
10/8/2024 13:36:00,71.4,1596.9,20.65
10/8/2024 13:46:00,71.2,1590.9,20.67
10/8/2024 13:56:00,71.5,1594.4,20.69
10/8/2024 14:06:00,72.5,1595.8,20.71
10/8/2024 14:16:00,73,1597.8,20.72
10/8/2024 14:26:00,71.4,1598.7,20.72
